,episode,huber_loss
0,1.0,5.9090212871288434
1,2.0,2.3864030063152315
2,3.0,2.325941324234009
3,4.0,2.37542141567577
4,5.0,2.4499145279759946
5,6.0,2.3910315478289568
6,7.0,2.373130580653315
7,8.0,2.4780999024709067
8,9.0,2.480430523554484
9,10.0,2.4745395884794346
10,11.0,2.452974220802044
11,12.0,2.691575100547389
12,13.0,2.5908180607689753
13,14.0,2.6457707964140793
14,15.0,2.598079687356949
15,16.0,2.5970177253087363
16,17.0,2.6591477944300723
17,18.0,2.6931936866358708
18,19.0,2.6180757549073963
19,20.0,2.6184058321846857
20,21.0,2.6862238815852573
21,22.0,3.104470480056036
22,23.0,2.895075747841283
23,24.0,2.9322439432144165
24,25.0,2.9505325242092737
25,26.0,2.9439788659413657
26,27.0,2.9234607111323965
27,28.0,2.8232968274284813
28,29.0,3.054387092590332
29,30.0,2.93490469455719
30,31.0,2.9116072919633655
31,32.0,3.394627159292048
32,33.0,3.391384011820743
33,34.0,3.2847854338194193
34,35.0,3.256909281015396
35,36.0,3.339760502179464
36,37.0,3.1637421532681116
37,38.0,3.282851669523451
38,39.0,3.3929837465286257
39,40.0,3.2177481791552376
40,41.0,3.121632307767868
41,42.0,3.790761433149639
42,43.0,3.4640442530314126
43,44.0,3.5041255610329762
44,45.0,3.7439274411452446
45,46.0,3.5097421407699585
46,47.0,3.5154869291517468
47,48.0,3.7320496157595984
48,49.0,3.3980082670847573
49,50.0,3.769537157482571
50,51.0,3.4413782490624323
51,52.0,3.987083601951599
52,53.0,4.056289225816727
53,54.0,3.7082342348600688
54,55.0,3.640641278690762
55,56.0,3.6979645490646362
56,57.0,4.08062232241911
57,58.0,4.00437078977886
58,59.0,3.799268639087677
59,60.0,3.7714098930358886
60,61.0,3.971090152859688
61,62.0,4.25772408246994
62,63.0,4.201833248138428
63,64.0,4.074972877502441
64,65.0,4.0540690422058105
65,66.0,3.9072523744482743
66,67.0,4.363429533807855
67,68.0,4.23738536081816
68,69.0,4.216237276792526
69,70.0,4.225745701789856
70,71.0,3.7764988243579865
71,72.0,4.789111566543579
72,73.0,4.761083765463396
73,74.0,4.66899676322937
74,75.0,4.604845821857452
75,76.0,4.92275686825023
76,77.0,4.384948906145598
77,78.0,4.462008401751518
78,79.0,4.423747152090073
79,80.0,4.570868253707886
80,81.0,4.579216219130016
81,82.0,4.449653678470188
82,83.0,4.878408327698708
83,84.0,4.586719302570119
84,85.0,4.954662360643086
85,86.0,4.9407410091824
86,87.0,4.988894060254097
87,88.0,5.031467411253187
88,89.0,4.348193061351776
89,90.0,4.642393777244969
90,91.0,4.605476279007761
91,92.0,5.252500653266907
92,93.0,5.014035588816593
93,94.0,5.569455206394196
94,95.0,5.6160663015702195
95,96.0,5.366157308220863
96,97.0,5.653005202611287
97,98.0,5.100810455239338
98,99.0,5.405697609248914
99,100.0,5.443909707822297
100,101.0,5.560894146561623
101,102.0,5.37255809420631
102,103.0,5.133989267879063
103,104.0,5.4434059143066404
104,105.0,5.978341355043299
105,106.0,5.494917662247367
106,107.0,5.703373694419861
107,108.0,5.1281118273735045
108,109.0,5.727764241835651
109,110.0,5.493402481079102
110,111.0,5.599278379889095
111,112.0,5.706263171301948
112,113.0,6.092559839549818
113,114.0,5.79947136697315
114,115.0,6.3767639875411986
115,116.0,6.232264935970306
116,117.0,5.565305924415588
117,118.0,5.724462077731178
118,119.0,5.947852561348363
119,120.0,5.749658157950954
120,121.0,5.863248772091335
121,122.0,5.501992679777599
122,123.0,5.570397059122722
123,124.0,6.336891969045003
124,125.0,5.773837373370216
125,126.0,5.8838133282131615
126,127.0,5.446886441286872
127,128.0,6.551319689977737
128,129.0,5.82235586643219
129,130.0,5.917571592330932
130,131.0,5.979409727183255
131,132.0,6.224899888038635
132,133.0,6.261185646057129
133,134.0,6.569382769720895
134,135.0,5.937591405141921
135,136.0,6.348552515632228
136,137.0,6.682571649551392
137,138.0,6.612995371222496
138,139.0,6.132343224116734
139,140.0,5.456605744361878
140,141.0,6.240460370716296
141,142.0,6.8545138555414535
142,143.0,6.513946890830994
143,144.0,6.824173699254575
144,145.0,6.2970979538830845
145,146.0,6.856895287831624
146,147.0,6.609759104879279
147,148.0,6.687216365337372
148,149.0,6.263761947029515
149,150.0,6.7921473565308945
150,151.0,6.93115586704678
151,152.0,7.492041891271418
152,153.0,7.1798302987042595
153,154.0,6.283207725076115
154,155.0,6.895353777068002
155,156.0,6.0859463422194775
156,157.0,6.972228962442149
157,158.0,6.328772794632685
158,159.0,6.841472890641954
159,160.0,6.720572295941804
160,161.0,7.043048739433289
161,162.0,6.974494985912157
162,163.0,6.875675033120548
163,164.0,5.9905649572610855
164,165.0,7.097100552390604
165,166.0,6.563157660620553
166,167.0,6.334329650952266
167,168.0,7.106372008721034
168,169.0,6.342760114108815
169,170.0,6.563470095396042
170,171.0,7.013211399316788
171,172.0,7.202282516579879
172,173.0,7.245840163457961
173,174.0,7.9094752584184915
174,175.0,7.597349808766292
175,176.0,7.221186437104878
176,177.0,6.72138177780878
177,178.0,7.5245135671952195
178,179.0,7.490894756819072
179,180.0,7.161139643710593
180,181.0,6.902088366056743
181,182.0,6.725528001785278
182,183.0,7.0501126962549545
183,184.0,7.378615432315403
184,185.0,7.822391223907471
185,186.0,7.867722988128662
186,187.0,6.989786783854167
187,188.0,7.196852593194871
188,189.0,7.3251096825850635
189,190.0,6.886959893362863
190,191.0,7.559788879595305
191,192.0,7.3274904419394105
192,193.0,7.65952788228574
193,194.0,7.34071798324585
194,195.0,7.3065365076065065
195,196.0,8.065867137908935
196,197.0,7.438771698209974
197,198.0,7.6722317934036255
198,199.0,7.606119342472242
199,200.0,6.776605792667555
200,201.0,7.122169554233551
201,202.0,6.922430366277695
202,203.0,7.339330949281392
203,204.0,7.621129737180822
204,205.0,7.119257324620297
205,206.0,6.624319585886869
206,207.0,7.813105292942213
207,208.0,7.4858041060598275
208,209.0,7.768075540661812
209,210.0,6.971642895748741
210,211.0,7.025642514228821
211,212.0,7.995076628292308
212,213.0,7.780537393358019
213,214.0,8.32165985637241
214,215.0,7.681532339616255
215,216.0,7.76775909872616
216,217.0,7.76432991027832
217,218.0,7.444666699359291
218,219.0,6.808966300066779
219,220.0,8.00092128753662
220,221.0,7.451816267437405
221,222.0,7.723711763109479
222,223.0,7.673158431053162
223,224.0,7.741016944249471
224,225.0,7.790171850295294
225,226.0,7.029194355010986
226,227.0,7.349103361368179
227,228.0,8.08362238747733
228,229.0,7.898775696754456
229,230.0,8.263431231180826
230,231.0,7.667676953708424
231,232.0,7.40010590780349
232,233.0,7.330596745014191
233,234.0,7.979422497749328
234,235.0,7.888463609358844
235,236.0,7.701201856136322
236,237.0,7.501103579998016
237,238.0,6.740036349547537
238,239.0,7.979128193855286
239,240.0,7.699385666847229
240,241.0,7.915541172027588
241,242.0,9.015916372600355
242,243.0,7.05025839805603
243,244.0,9.525782322883606
244,245.0,7.910321285850124
245,246.0,8.29859545356349
246,247.0,7.12427237033844
247,248.0,7.659795216151646
248,249.0,8.672303074882144
249,250.0,7.460240895097906
250,251.0,7.3592247849419
251,252.0,7.813504934310913
252,253.0,7.812205766376696
253,254.0,8.366415073997096
254,255.0,7.696870591905382
255,256.0,7.405393256081475
256,257.0,8.66019058227539
257,258.0,9.460147786140443
258,259.0,7.889840210185332
259,260.0,8.709208525144136
