,loss
0,3.121513037577919
1,1.5855752616138248
2,1.4809831976890564
3,1.5729068686564764
4,1.4919216196673613
5,1.503903947020537
6,1.5228732736273245
7,1.494151333616195
8,1.5092402987363862
9,1.2147958874702454
